trial_type,context,early,stim,cue,motion,color,context_freq,cue_dur,trial_dur,color_freq,context_entropy,congruent,target,block,run,run_trial,iti,cue_time,condition_trial,color_switch,context_switch,frame_switch,motion_switch
early,1,True,True,0,1.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,7,8.0,44.0,112,False,0.0,0.0,True
later,0,False,True,1,0.0,1.0,0.33333333333333337,,2.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,8,2.0,49.0,113,False,1.0,1.0,True
early,1,True,True,0,1.0,0.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,9,3.0,54.0,114,True,1.0,1.0,True
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,10,4.0,61.0,115,False,0.0,1.0,False
early,1,True,True,0,0.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,11,3.0,65.0,116,True,0.0,1.0,True
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,12,10.0,78.0,117,False,0.0,0.0,False
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,13,2.0,81.0,118,False,0.0,1.0,False
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,14,3.0,85.0,119,False,0.0,0.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,15,4.0,90.0,120,False,0.0,1.0,False
later,0,False,True,1,1.0,1.0,0.33333333333333337,,2.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,16,4.0,95.0,121,False,1.0,1.0,True
later,1,False,True,0,0.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,17,7.0,104.0,122,True,1.0,1.0,True
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,18,4.0,110.0,123,False,0.0,1.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,19,5.0,116.0,124,False,0.0,1.0,False
early,1,True,True,0,1.0,0.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,20,5.0,122.0,125,False,0.0,0.0,True
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,21,3.0,128.0,126,False,0.0,1.0,False
early,1,True,True,0,1.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,22,2.0,131.0,127,True,0.0,1.0,False
early,1,True,True,0,1.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,23,5.0,139.0,128,False,0.0,0.0,False
early,1,True,True,1,1.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,24,7.0,149.0,129,False,0.0,1.0,False
catch,0,True,False,0,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,25,2.0,154.0,130,False,1.0,1.0,False
catch,0,True,False,0,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,26,3.0,158.0,131,False,0.0,0.0,False
early,1,True,True,1,0.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,27,3.0,162.0,132,False,1.0,1.0,True
later,1,False,True,1,0.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,28,6.0,171.0,133,True,0.0,0.0,False
early,0,True,True,1,0.0,0.0,0.33333333333333337,1.0,3.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,29,9.0,182.0,134,False,1.0,1.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,30,3.0,188.0,135,False,1.0,1.0,False
early,1,True,True,1,0.0,0.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,31,5.0,194.0,136,False,0.0,1.0,False
early,1,True,True,0,1.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,32,2.0,199.0,137,True,0.0,1.0,True
later,1,False,True,1,0.0,1.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,33,2.0,204.0,138,False,0.0,1.0,True
later,0,False,True,1,1.0,1.0,0.33333333333333337,,2.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,34,7.0,213.0,139,False,1.0,1.0,True
catch,0,True,False,0,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,35,5.0,220.0,140,False,0.0,1.0,False
later,1,False,True,0,1.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,36,2.0,223.0,141,True,1.0,1.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,37,4.0,229.0,142,False,0.0,0.0,False
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,38,3.0,233.0,143,False,0.0,1.0,False
catch,0,True,False,0,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,39,2.0,236.0,144,False,1.0,1.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,40,2.0,239.0,145,False,1.0,1.0,False
early,1,True,True,0,0.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,41,2.0,242.0,146,True,0.0,0.0,True
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,42,3.0,248.0,147,False,0.0,1.0,False
early,0,True,True,0,0.0,1.0,0.33333333333333337,1.0,3.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,43,7.0,256.0,148,False,1.0,1.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,44,6.0,265.0,149,False,1.0,1.0,False
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,45,8.0,274.0,150,False,0.0,1.0,False
catch,0,True,False,0,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,46,2.0,277.0,151,False,1.0,1.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,47,3.0,281.0,152,False,1.0,1.0,False
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,48,2.0,284.0,153,False,0.0,1.0,False
catch,1,True,False,1,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,49,2.0,287.0,154,False,0.0,0.0,False
early,1,True,True,0,0.0,0.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,50,4.0,292.0,155,True,0.0,1.0,False
early,1,True,True,0,0.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,51,9.0,304.0,156,True,0.0,0.0,False
later,1,False,True,1,1.0,1.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,52,5.0,312.0,157,False,0.0,1.0,True
catch,0,True,False,0,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,53,2.0,316.0,158,False,1.0,1.0,False
later,1,False,True,1,0.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,54,6.0,323.0,159,True,1.0,1.0,True
later,1,False,True,1,1.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,55,3.0,328.0,160,False,0.0,0.0,True
early,0,True,True,1,0.0,1.0,0.33333333333333337,1.0,3.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,56,2.0,332.0,161,True,1.0,1.0,True
catch,0,True,False,1,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,57,8.0,343.0,162,False,0.0,0.0,False
later,0,False,True,1,0.0,1.0,0.33333333333333337,,2.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,58,3.0,347.0,163,False,0.0,0.0,False
later,1,False,True,0,0.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,59,3.0,352.0,164,True,1.0,1.0,False
catch,1,True,False,0,,,0.66666666666666663,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,60,7.0,361.0,165,False,0.0,0.0,False
early,0,True,True,0,1.0,0.0,0.33333333333333337,1.0,3.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,61,6.0,368.0,166,False,1.0,1.0,True
early,1,True,True,0,0.0,0.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,62,2.0,373.0,167,False,1.0,1.0,True
later,0,False,True,0,1.0,1.0,0.33333333333333337,,2.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,63,4.0,380.0,168,True,1.0,1.0,True
early,1,True,True,1,0.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,64,2.0,384.0,169,False,1.0,1.0,True
early,0,True,True,0,0.0,0.0,0.33333333333333337,1.0,3.0,0.33333333333333337,0.63651416829481278,True,0.0,5,8,65,2.0,389.0,170,True,1.0,1.0,False
early,1,True,True,1,1.0,1.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,66,3.0,395.0,171,True,1.0,1.0,True
catch,0,True,False,1,,,0.33333333333333337,1.0,1.0,0.33333333333333337,0.63651416829481278,False,,5,8,67,5.0,403.0,172,False,1.0,1.0,False
later,1,False,True,1,1.0,1.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,True,1.0,5,8,68,2.0,406.0,173,False,1.0,1.0,False
early,0,True,True,1,1.0,0.0,0.33333333333333337,1.0,3.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,69,3.0,411.0,174,True,1.0,1.0,False
later,1,False,True,1,1.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,70,5.0,419.0,175,False,1.0,1.0,False
later,1,False,True,0,0.0,1.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,71,10.0,431.0,176,True,0.0,1.0,True
later,1,False,True,0,1.0,0.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,72,6.0,439.0,177,True,0.0,0.0,True
early,1,True,True,1,1.0,0.0,0.66666666666666663,1.0,3.0,0.33333333333333337,0.63651416829481278,False,0.0,5,8,73,2.0,443.0,178,False,0.0,1.0,False
later,1,False,True,0,0.0,1.0,0.66666666666666663,,2.0,0.33333333333333337,0.63651416829481278,False,1.0,5,8,74,2.0,448.0,179,True,0.0,1.0,True
catch,0,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,0,2.0,2.0,120,False,0.0,0.0,False
later,1,False,True,0,0.0,1.0,0.5,,2.0,0.5,0.69314718055994529,False,1.0,6,9,1,2.0,5.0,121,False,1.0,1.0,False
catch,1,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,2,2.0,9.0,122,False,0.0,0.0,False
later,0,False,True,1,0.0,1.0,0.5,,2.0,0.5,0.69314718055994529,False,0.0,6,9,3,8.0,18.0,123,False,1.0,1.0,False
catch,0,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,4,8.0,28.0,124,False,0.0,1.0,False
catch,1,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,5,3.0,32.0,125,False,1.0,1.0,False
early,0,True,True,0,1.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,1.0,6,9,6,2.0,35.0,126,True,1.0,1.0,True
early,1,True,True,0,1.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,1.0,6,9,7,5.0,43.0,127,True,1.0,1.0,False
later,0,False,True,0,1.0,0.0,0.5,,2.0,0.5,0.69314718055994529,False,1.0,6,9,8,8.0,54.0,128,True,1.0,1.0,False
later,1,False,True,1,1.0,1.0,0.5,,2.0,0.5,0.69314718055994529,True,1.0,6,9,9,7.0,63.0,129,True,1.0,1.0,False
catch,0,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,10,6.0,71.0,130,False,1.0,1.0,False
catch,1,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,11,3.0,75.0,131,False,1.0,1.0,False
early,1,True,True,0,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,1.0,6,9,12,7.0,83.0,132,False,0.0,1.0,True
later,1,False,True,0,1.0,0.0,0.5,,2.0,0.5,0.69314718055994529,False,0.0,6,9,13,3.0,89.0,133,True,0.0,0.0,True
early,0,True,True,0,0.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,0.0,6,9,14,3.0,94.0,134,False,1.0,1.0,True
later,1,False,True,0,1.0,1.0,0.5,,2.0,0.5,0.69314718055994529,True,1.0,6,9,15,2.0,99.0,135,True,1.0,1.0,True
catch,1,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,16,6.0,107.0,136,False,0.0,0.0,False
early,0,True,True,0,1.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,1.0,6,9,17,2.0,110.0,137,False,1.0,1.0,False
later,0,False,True,1,0.0,0.0,0.5,,2.0,0.5,0.69314718055994529,True,0.0,6,9,18,3.0,116.0,138,True,0.0,1.0,True
early,0,True,True,0,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,19,5.0,123.0,139,True,0.0,1.0,False
early,0,True,True,0,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,20,3.0,129.0,140,False,0.0,0.0,False
catch,0,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,21,2.0,134.0,141,False,0.0,0.0,False
early,1,True,True,0,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,1.0,6,9,22,3.0,138.0,142,False,1.0,1.0,False
early,0,True,True,0,1.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,1.0,6,9,23,3.0,144.0,143,False,1.0,1.0,True
catch,0,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,24,8.0,155.0,144,False,0.0,1.0,False
later,0,False,True,0,0.0,1.0,0.5,,2.0,0.5,0.69314718055994529,False,0.0,6,9,25,8.0,164.0,145,False,0.0,1.0,True
early,1,True,True,0,0.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,0.0,6,9,26,3.0,169.0,146,True,1.0,1.0,False
early,0,True,True,1,1.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,1.0,6,9,27,2.0,174.0,147,True,1.0,1.0,True
later,1,False,True,1,0.0,1.0,0.5,,2.0,0.5,0.69314718055994529,False,1.0,6,9,28,2.0,179.0,148,False,1.0,1.0,True
early,1,True,True,0,1.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,29,6.0,187.0,149,True,0.0,1.0,True
catch,1,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,30,3.0,193.0,150,False,0.0,0.0,False
later,0,False,True,0,0.0,1.0,0.5,,2.0,0.5,0.69314718055994529,False,0.0,6,9,31,2.0,196.0,151,True,1.0,1.0,True
early,1,True,True,0,1.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,1.0,6,9,32,2.0,200.0,152,False,1.0,1.0,True
catch,1,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,33,2.0,205.0,153,False,0.0,1.0,False
catch,0,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,34,3.0,209.0,154,False,1.0,1.0,False
early,1,True,True,0,0.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,0.0,6,9,35,3.0,213.0,155,True,1.0,1.0,True
later,1,False,True,1,0.0,0.0,0.5,,2.0,0.5,0.69314718055994529,True,0.0,6,9,36,5.0,221.0,156,False,0.0,1.0,False
early,0,True,True,1,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,37,4.0,227.0,157,True,1.0,1.0,False
catch,1,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,38,4.0,234.0,158,False,1.0,1.0,False
early,1,True,True,1,1.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,39,4.0,239.0,159,True,0.0,1.0,True
early,0,True,True,1,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,40,4.0,246.0,160,True,1.0,1.0,True
early,0,True,True,0,1.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,1.0,6,9,41,4.0,253.0,161,True,0.0,1.0,True
early,1,True,True,1,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,1.0,6,9,42,2.0,258.0,162,True,1.0,1.0,True
later,1,False,True,0,0.0,1.0,0.5,,2.0,0.5,0.69314718055994529,False,1.0,6,9,43,2.0,263.0,163,False,0.0,1.0,False
early,0,True,True,1,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,44,8.0,273.0,164,False,1.0,1.0,False
early,0,True,True,0,0.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,0.0,6,9,45,5.0,281.0,165,True,0.0,1.0,False
catch,1,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,46,4.0,288.0,166,False,1.0,1.0,False
catch,1,True,False,0,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,47,4.0,293.0,167,False,0.0,0.0,False
early,1,True,True,1,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,1.0,6,9,48,3.0,297.0,168,True,0.0,1.0,False
later,1,False,True,1,1.0,1.0,0.5,,2.0,0.5,0.69314718055994529,True,1.0,6,9,49,3.0,303.0,169,False,0.0,0.0,True
catch,0,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,50,2.0,307.0,170,False,1.0,1.0,False
later,1,False,True,0,1.0,1.0,0.5,,2.0,0.5,0.69314718055994529,True,1.0,6,9,51,6.0,314.0,171,False,1.0,1.0,False
catch,1,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,52,2.0,318.0,172,False,0.0,1.0,False
later,1,False,True,0,0.0,0.0,0.5,,2.0,0.5,0.69314718055994529,True,0.0,6,9,53,4.0,323.0,173,True,0.0,1.0,True
later,1,False,True,1,1.0,1.0,0.5,,2.0,0.5,0.69314718055994529,True,1.0,6,9,54,2.0,327.0,174,True,0.0,1.0,True
later,1,False,True,0,1.0,0.0,0.5,,2.0,0.5,0.69314718055994529,False,0.0,6,9,55,3.0,332.0,175,True,0.0,1.0,False
early,0,True,True,0,0.0,1.0,0.5,1.0,3.0,0.5,0.69314718055994529,False,0.0,6,9,56,5.0,339.0,176,True,1.0,1.0,True
early,0,True,True,1,0.0,0.0,0.5,1.0,3.0,0.5,0.69314718055994529,True,0.0,6,9,57,2.0,344.0,177,True,0.0,1.0,False
catch,1,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,58,3.0,350.0,178,False,1.0,1.0,False
catch,1,True,False,1,,,0.5,1.0,1.0,0.5,0.69314718055994529,False,,6,9,59,6.0,357.0,179,False,0.0,0.0,False
later,1,False,True,1,0.0,0.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,True,0.0,7,9,60,4.0,362.0,120,False,0.0,0.0,False
catch,0,True,False,0,,,0.19999999999999996,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,9,61,7.0,371.0,121,False,1.0,1.0,False
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,9,62,7.0,379.0,122,False,1.0,1.0,False
later,1,False,True,0,1.0,1.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,True,1.0,7,9,63,4.0,384.0,123,True,0.0,1.0,True
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,9,64,3.0,389.0,124,False,0.0,1.0,False
catch,1,True,False,0,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,9,65,8.0,398.0,125,False,0.0,1.0,False
early,0,True,True,1,1.0,0.0,0.19999999999999996,1.0,3.0,0.19999999999999996,0.50040242353818787,False,1.0,7,9,66,3.0,402.0,126,True,1.0,1.0,False
early,1,True,True,1,1.0,1.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,True,1.0,7,9,67,6.0,411.0,127,True,1.0,1.0,False
later,1,False,True,1,1.0,1.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,True,1.0,7,9,68,6.0,420.0,128,False,0.0,0.0,False
later,1,False,True,1,0.0,1.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,False,1.0,7,9,69,4.0,426.0,129,False,0.0,0.0,True
early,1,True,True,0,1.0,1.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,True,1.0,7,9,70,2.0,430.0,130,False,0.0,1.0,True
catch,0,True,False,1,,,0.19999999999999996,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,9,71,4.0,437.0,131,False,1.0,1.0,False
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,9,72,3.0,441.0,132,False,1.0,1.0,False
early,0,True,True,0,0.0,1.0,0.19999999999999996,1.0,3.0,0.19999999999999996,0.50040242353818787,False,0.0,7,9,73,1.0,443.0,133,False,1.0,1.0,True
later,1,False,True,0,1.0,0.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,False,0.0,7,9,74,2.0,448.0,134,True,1.0,1.0,True
later,1,False,True,0,1.0,0.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,False,0.0,7,10,0,10.0,10.0,135,False,0.0,0.0,False
catch,1,True,False,0,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,1,2.0,14.0,136,False,0.0,0.0,False
catch,0,True,False,0,,,0.19999999999999996,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,2,4.0,19.0,137,False,1.0,1.0,False
catch,0,True,False,0,,,0.19999999999999996,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,3,3.0,23.0,138,False,0.0,0.0,False
later,0,False,True,1,1.0,0.0,0.19999999999999996,,2.0,0.19999999999999996,0.50040242353818787,False,1.0,7,10,4,4.0,28.0,139,False,0.0,1.0,False
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,5,5.0,35.0,140,False,1.0,1.0,False
later,0,False,True,0,0.0,0.0,0.19999999999999996,,2.0,0.19999999999999996,0.50040242353818787,True,0.0,7,10,6,7.0,43.0,141,False,1.0,1.0,True
early,0,True,True,0,1.0,0.0,0.19999999999999996,1.0,3.0,0.19999999999999996,0.50040242353818787,False,1.0,7,10,7,2.0,47.0,142,False,0.0,0.0,True
catch,1,True,False,0,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,8,6.0,56.0,143,False,1.0,1.0,False
later,0,False,True,0,1.0,0.0,0.19999999999999996,,2.0,0.19999999999999996,0.50040242353818787,False,1.0,7,10,9,2.0,59.0,144,False,1.0,1.0,False
catch,0,True,False,1,,,0.19999999999999996,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,10,10.0,71.0,145,False,0.0,1.0,False
early,1,True,True,1,1.0,0.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,False,0.0,7,10,11,2.0,74.0,146,False,1.0,1.0,False
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,12,2.0,79.0,147,False,0.0,0.0,False
later,1,False,True,1,1.0,1.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,True,1.0,7,10,13,8.0,88.0,148,True,0.0,0.0,False
later,0,False,True,0,0.0,1.0,0.19999999999999996,,2.0,0.19999999999999996,0.50040242353818787,False,0.0,7,10,14,3.0,93.0,149,False,1.0,1.0,True
early,1,True,True,1,0.0,0.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,True,0.0,7,10,15,3.0,98.0,150,True,1.0,1.0,False
early,1,True,True,0,0.0,0.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,True,0.0,7,10,16,8.0,109.0,151,False,0.0,1.0,False
later,0,False,True,1,1.0,0.0,0.19999999999999996,,2.0,0.19999999999999996,0.50040242353818787,False,1.0,7,10,17,2.0,114.0,152,False,1.0,1.0,True
early,1,True,True,1,1.0,1.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,True,1.0,7,10,18,5.0,121.0,153,True,1.0,1.0,False
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,19,3.0,127.0,154,False,0.0,0.0,False
later,1,False,True,1,0.0,1.0,0.80000000000000004,,2.0,0.19999999999999996,0.50040242353818787,False,1.0,7,10,20,6.0,134.0,155,False,0.0,0.0,True
early,0,True,True,0,1.0,0.0,0.19999999999999996,1.0,3.0,0.19999999999999996,0.50040242353818787,False,1.0,7,10,21,4.0,140.0,156,True,1.0,1.0,True
early,1,True,True,0,0.0,0.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,True,0.0,7,10,22,5.0,148.0,157,False,1.0,1.0,True
catch,1,True,False,0,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,23,4.0,155.0,158,False,0.0,0.0,False
catch,1,True,False,0,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,24,2.0,158.0,159,False,0.0,0.0,False
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,25,4.0,163.0,160,False,0.0,1.0,False
early,1,True,True,0,1.0,0.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,False,0.0,7,10,26,3.0,167.0,161,False,0.0,1.0,True
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,27,6.0,176.0,162,False,0.0,1.0,False
catch,1,True,False,0,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,28,10.0,187.0,163,False,0.0,1.0,False
catch,1,True,False,1,,,0.80000000000000004,1.0,1.0,0.19999999999999996,0.50040242353818787,False,,7,10,29,3.0,191.0,164,False,0.0,1.0,False
early,1,True,True,1,1.0,1.0,0.80000000000000004,1.0,3.0,0.19999999999999996,0.50040242353818787,True,1.0,7,10,30,5.0,197.0,165,True,0.0,0.0,False
