,param,subj,roi,bold,hemi,region,network
349,rt,pc23,rh.yeo17_mspl,47.020538330078125,rh,mspl,med
350,rt,pc23,lh.yeo17_pcc,11.778932571411133,lh,pcc,med
351,rt,pc23,rh.yeo17_pcc,15.039368629455566,rh,pcc,med
352,rt,pc24,lh.yeo17_ifs,27.289533615112305,lh,ifs,lat
353,rt,pc24,rh.yeo17_ifs,3.0346086025238037,rh,ifs,lat
354,rt,pc24,lh.yeo17_ips,39.556724548339844,lh,ips,lat
355,rt,pc24,rh.yeo17_ips,13.065807342529297,rh,ips,lat
356,rt,pc24,lh.yeo17_mspl,7.041365146636963,lh,mspl,med
357,rt,pc24,rh.yeo17_mspl,-6.376129627227783,rh,mspl,med
358,rt,pc24,lh.yeo17_pcc,1.161973476409912,lh,pcc,med
359,rt,pc24,rh.yeo17_pcc,-4.540214538574219,rh,pcc,med
360,cue_cpe,pc07,lh.yeo17_ifs,9.846678733825684,lh,ifs,lat
361,cue_cpe,pc07,rh.yeo17_ifs,-3.5040576457977295,rh,ifs,lat
362,cue_cpe,pc07,lh.yeo17_ips,49.777645111083984,lh,ips,lat
363,cue_cpe,pc07,rh.yeo17_ips,35.25999450683594,rh,ips,lat
364,cue_cpe,pc07,lh.yeo17_mspl,10.445320129394531,lh,mspl,med
365,cue_cpe,pc07,rh.yeo17_mspl,14.78763484954834,rh,mspl,med
366,cue_cpe,pc07,lh.yeo17_pcc,14.89988899230957,lh,pcc,med
367,cue_cpe,pc07,rh.yeo17_pcc,6.481362819671631,rh,pcc,med
368,cue_cpe,pc08,lh.yeo17_ifs,3.348383903503418,lh,ifs,lat
369,cue_cpe,pc08,rh.yeo17_ifs,42.913883209228516,rh,ifs,lat
370,cue_cpe,pc08,lh.yeo17_ips,29.319616317749023,lh,ips,lat
371,cue_cpe,pc08,rh.yeo17_ips,62.65015411376953,rh,ips,lat
372,cue_cpe,pc08,lh.yeo17_mspl,21.641714096069336,lh,mspl,med
373,cue_cpe,pc08,rh.yeo17_mspl,20.825212478637695,rh,mspl,med
374,cue_cpe,pc08,lh.yeo17_pcc,-8.323442459106445,lh,pcc,med
375,cue_cpe,pc08,rh.yeo17_pcc,9.059652328491211,rh,pcc,med
376,cue_cpe,pc10,lh.yeo17_ifs,42.75956726074219,lh,ifs,lat
377,cue_cpe,pc10,rh.yeo17_ifs,34.24612808227539,rh,ifs,lat
378,cue_cpe,pc10,lh.yeo17_ips,62.64162826538086,lh,ips,lat
379,cue_cpe,pc10,rh.yeo17_ips,28.454336166381836,rh,ips,lat
380,cue_cpe,pc10,lh.yeo17_mspl,53.25004959106445,lh,mspl,med
381,cue_cpe,pc10,rh.yeo17_mspl,37.319908142089844,rh,mspl,med
382,cue_cpe,pc10,lh.yeo17_pcc,19.968528747558594,lh,pcc,med
383,cue_cpe,pc10,rh.yeo17_pcc,14.728484153747559,rh,pcc,med
384,cue_cpe,pc11,lh.yeo17_ifs,43.73470687866211,lh,ifs,lat
385,cue_cpe,pc11,rh.yeo17_ifs,42.14693069458008,rh,ifs,lat
386,cue_cpe,pc11,lh.yeo17_ips,48.35906219482422,lh,ips,lat
387,cue_cpe,pc11,rh.yeo17_ips,40.82398223876953,rh,ips,lat
388,cue_cpe,pc11,lh.yeo17_mspl,1.599940538406372,lh,mspl,med
389,cue_cpe,pc11,rh.yeo17_mspl,7.154942512512207,rh,mspl,med
390,cue_cpe,pc11,lh.yeo17_pcc,-12.29240894317627,lh,pcc,med
391,cue_cpe,pc11,rh.yeo17_pcc,-15.240766525268555,rh,pcc,med
392,cue_cpe,pc12,lh.yeo17_ifs,21.02008819580078,lh,ifs,lat
393,cue_cpe,pc12,rh.yeo17_ifs,34.91610336303711,rh,ifs,lat
394,cue_cpe,pc12,lh.yeo17_ips,22.44134521484375,lh,ips,lat
395,cue_cpe,pc12,rh.yeo17_ips,37.15349197387695,rh,ips,lat
396,cue_cpe,pc12,lh.yeo17_mspl,10.551855087280273,lh,mspl,med
397,cue_cpe,pc12,rh.yeo17_mspl,-4.064483165740967,rh,mspl,med
398,cue_cpe,pc12,lh.yeo17_pcc,16.334749221801758,lh,pcc,med
399,cue_cpe,pc12,rh.yeo17_pcc,5.966336727142334,rh,pcc,med
400,cue_cpe,pc13,lh.yeo17_ifs,-12.603671073913574,lh,ifs,lat
401,cue_cpe,pc13,rh.yeo17_ifs,-42.610782623291016,rh,ifs,lat
402,cue_cpe,pc13,lh.yeo17_ips,28.409250259399414,lh,ips,lat
403,cue_cpe,pc13,rh.yeo17_ips,-56.3557014465332,rh,ips,lat
404,cue_cpe,pc13,lh.yeo17_mspl,-21.39119529724121,lh,mspl,med
405,cue_cpe,pc13,rh.yeo17_mspl,-54.93519592285156,rh,mspl,med
406,cue_cpe,pc13,lh.yeo17_pcc,-20.07259750366211,lh,pcc,med
407,cue_cpe,pc13,rh.yeo17_pcc,-18.560853958129883,rh,pcc,med
408,cue_cpe,pc14,lh.yeo17_ifs,-44.593387603759766,lh,ifs,lat
409,cue_cpe,pc14,rh.yeo17_ifs,-23.016469955444336,rh,ifs,lat
410,cue_cpe,pc14,lh.yeo17_ips,-49.48857879638672,lh,ips,lat
411,cue_cpe,pc14,rh.yeo17_ips,-10.155374526977539,rh,ips,lat
412,cue_cpe,pc14,lh.yeo17_mspl,-26.473630905151367,lh,mspl,med
413,cue_cpe,pc14,rh.yeo17_mspl,-10.885114669799805,rh,mspl,med
414,cue_cpe,pc14,lh.yeo17_pcc,6.7955732345581055,lh,pcc,med
415,cue_cpe,pc14,rh.yeo17_pcc,8.652338027954102,rh,pcc,med
416,cue_cpe,pc15,lh.yeo17_ifs,42.52773666381836,lh,ifs,lat
417,cue_cpe,pc15,rh.yeo17_ifs,51.02027893066406,rh,ifs,lat
418,cue_cpe,pc15,lh.yeo17_ips,44.377193450927734,lh,ips,lat
419,cue_cpe,pc15,rh.yeo17_ips,59.26018524169922,rh,ips,lat
420,cue_cpe,pc15,lh.yeo17_mspl,26.19203758239746,lh,mspl,med
421,cue_cpe,pc15,rh.yeo17_mspl,34.16621780395508,rh,mspl,med
422,cue_cpe,pc15,lh.yeo17_pcc,27.678852081298828,lh,pcc,med
423,cue_cpe,pc15,rh.yeo17_pcc,8.747076988220215,rh,pcc,med
424,cue_cpe,pc16,lh.yeo17_ifs,49.727195739746094,lh,ifs,lat
425,cue_cpe,pc16,rh.yeo17_ifs,72.36674499511719,rh,ifs,lat
426,cue_cpe,pc16,lh.yeo17_ips,66.77672576904297,lh,ips,lat
427,cue_cpe,pc16,rh.yeo17_ips,69.2599105834961,rh,ips,lat
428,cue_cpe,pc16,lh.yeo17_mspl,60.81721878051758,lh,mspl,med
429,cue_cpe,pc16,rh.yeo17_mspl,57.80389404296875,rh,mspl,med
430,cue_cpe,pc16,lh.yeo17_pcc,45.27029800415039,lh,pcc,med
431,cue_cpe,pc16,rh.yeo17_pcc,37.9301643371582,rh,pcc,med
432,cue_cpe,pc17,lh.yeo17_ifs,34.315372467041016,lh,ifs,lat
433,cue_cpe,pc17,rh.yeo17_ifs,33.61668395996094,rh,ifs,lat
434,cue_cpe,pc17,lh.yeo17_ips,53.28629684448242,lh,ips,lat
435,cue_cpe,pc17,rh.yeo17_ips,34.88731002807617,rh,ips,lat
436,cue_cpe,pc17,lh.yeo17_mspl,42.42499542236328,lh,mspl,med
437,cue_cpe,pc17,rh.yeo17_mspl,34.38785171508789,rh,mspl,med
438,cue_cpe,pc17,lh.yeo17_pcc,32.70283126831055,lh,pcc,med
439,cue_cpe,pc17,rh.yeo17_pcc,25.954607009887695,rh,pcc,med
440,cue_cpe,pc18,lh.yeo17_ifs,56.23888397216797,lh,ifs,lat
441,cue_cpe,pc18,rh.yeo17_ifs,63.930545806884766,rh,ifs,lat
442,cue_cpe,pc18,lh.yeo17_ips,85.99160766601562,lh,ips,lat
443,cue_cpe,pc18,rh.yeo17_ips,54.62223434448242,rh,ips,lat
444,cue_cpe,pc18,lh.yeo17_mspl,45.746700286865234,lh,mspl,med
445,cue_cpe,pc18,rh.yeo17_mspl,43.98426818847656,rh,mspl,med
446,cue_cpe,pc18,lh.yeo17_pcc,32.67841720581055,lh,pcc,med
447,cue_cpe,pc18,rh.yeo17_pcc,39.58698272705078,rh,pcc,med
448,cue_cpe,pc19,lh.yeo17_ifs,47.72374725341797,lh,ifs,lat
449,cue_cpe,pc19,rh.yeo17_ifs,17.402555465698242,rh,ifs,lat
450,cue_cpe,pc19,lh.yeo17_ips,79.49976348876953,lh,ips,lat
451,cue_cpe,pc19,rh.yeo17_ips,47.38604736328125,rh,ips,lat
452,cue_cpe,pc19,lh.yeo17_mspl,34.97597885131836,lh,mspl,med
453,cue_cpe,pc19,rh.yeo17_mspl,28.69046974182129,rh,mspl,med
454,cue_cpe,pc19,lh.yeo17_pcc,56.9910774230957,lh,pcc,med
455,cue_cpe,pc19,rh.yeo17_pcc,60.74897003173828,rh,pcc,med
456,cue_cpe,pc22,lh.yeo17_ifs,9.74807071685791,lh,ifs,lat
457,cue_cpe,pc22,rh.yeo17_ifs,6.539050102233887,rh,ifs,lat
458,cue_cpe,pc22,lh.yeo17_ips,21.780643463134766,lh,ips,lat
459,cue_cpe,pc22,rh.yeo17_ips,14.676263809204102,rh,ips,lat
460,cue_cpe,pc22,lh.yeo17_mspl,29.96247673034668,lh,mspl,med
461,cue_cpe,pc22,rh.yeo17_mspl,34.82756805419922,rh,mspl,med
462,cue_cpe,pc22,lh.yeo17_pcc,21.664831161499023,lh,pcc,med
463,cue_cpe,pc22,rh.yeo17_pcc,18.7700252532959,rh,pcc,med
464,cue_cpe,pc23,lh.yeo17_ifs,29.741897583007812,lh,ifs,lat
465,cue_cpe,pc23,rh.yeo17_ifs,25.05320167541504,rh,ifs,lat
466,cue_cpe,pc23,lh.yeo17_ips,48.61125564575195,lh,ips,lat
467,cue_cpe,pc23,rh.yeo17_ips,39.491851806640625,rh,ips,lat
468,cue_cpe,pc23,lh.yeo17_mspl,29.46673583984375,lh,mspl,med
469,cue_cpe,pc23,rh.yeo17_mspl,24.388755798339844,rh,mspl,med
470,cue_cpe,pc23,lh.yeo17_pcc,5.248887062072754,lh,pcc,med
471,cue_cpe,pc23,rh.yeo17_pcc,4.021890163421631,rh,pcc,med
472,cue_cpe,pc24,lh.yeo17_ifs,40.60989761352539,lh,ifs,lat
473,cue_cpe,pc24,rh.yeo17_ifs,11.80858039855957,rh,ifs,lat
474,cue_cpe,pc24,lh.yeo17_ips,26.519908905029297,lh,ips,lat
475,cue_cpe,pc24,rh.yeo17_ips,-9.471015930175781,rh,ips,lat
476,cue_cpe,pc24,lh.yeo17_mspl,47.01554870605469,lh,mspl,med
477,cue_cpe,pc24,rh.yeo17_mspl,30.455747604370117,rh,mspl,med
478,cue_cpe,pc24,lh.yeo17_pcc,12.780879020690918,lh,pcc,med
479,cue_cpe,pc24,rh.yeo17_pcc,3.6912612915039062,rh,pcc,med
